Learning Area,Element,Sub-element,Progression level,Progression level name / stage name,Subheading,Indicator ID,Indicator order,Indicator text (verbatim),Indicator text (no examples),Example / elaboration,Relevant – Foundation,Relevant – Year 1,Relevant – Year 2,Relevant – Year 3,Relevant – Year 4,Relevant – Year 5,Relevant – Year 6,Relevant – Year 7,Relevant – Year 8,Relevant – Year 9,Relevant – Year 10
Literacy,Writing,Creating texts,Level 6,,Text forms and features,LP9-W-CT-Level6-12,12,uses a range of simple cohesive devices such as pronoun referencing and sequencing connectives,uses a range of simple cohesive devices such as pronoun referencing and sequencing connectives,,,,,Yes,Yes,,,,,,
Literacy,Writing,Creating texts,Level 6,,Text forms and features,LP9-W-CT-Level6-13,13,"uses adverbs to give precise meaning to verbs (e.g. ""talking loudly"") (see Grammar)","uses adverbs to give precise meaning to verbs (e.g. ""talking loudly"") (see Grammar)",,,,,Yes,Yes,,,,,,
Literacy,Writing,Creating texts,Level 6,,Vocabulary,LP9-W-CT-Level6-14,14,"uses a range of qualifying words (e.g. ""every day""; ""action movie"")",uses a range of qualifying words,"e.g. ""every day""; ""action movie""",,,,Yes,Yes,,,,,,
Literacy,Writing,Creating texts,Level 6,,Vocabulary,LP9-W-CT-Level6-15,15,"selects more specific adjectives (e.g. ""giant"" for ""tall""; ""golden"" for ""yellow"")",selects more specific adjectives,"e.g. ""giant"" for ""tall""; ""golden"" for ""yellow""",,,,Yes,Yes,,,,,,
Literacy,Writing,Creating texts,Level 6,,Vocabulary,LP9-W-CT-Level6-16,16,"uses learning area topic vocabulary (e.g. ""natural"")",uses learning area topic vocabulary,"e.g. ""natural""",,,,Yes,Yes,,,,,,
Literacy,Writing,Creating texts,Level 6,,Vocabulary,LP9-W-CT-Level6-17,17,"uses common homophones correctly (e.g. ""two"", ""too"", ""to"")",uses common homophones correctly,"e.g. ""two"", ""too"", ""to""",,,,Yes,Yes,,,,,,
Literacy,Writing,Creating texts,Level 6,,Vocabulary,LP9-W-CT-Level6-18,18,"uses common idiomatic and colloquial phrases (e.g. ""a piece of cake"")",uses common idiomatic and colloquial phrases,"e.g. ""a piece of cake""",,,,Yes,Yes,,,,,,
Literacy,Writing,Creating texts,Level 7,,Crafting ideas,LP9-W-CT-Level7-01,1,"creates informative, imaginative and persuasive texts for a range of learning area purposes, such as to recount a sequence of events; to describe a person, thing or process; to explain a process; to argue with evidence or reasons; to express emotions","creates informative, imaginative and persuasive texts for a range of learning area purposes, such as to recount a sequence of events; to describe a person, thing or process; to explain a process; to argue with evidence or reasons; to express emotions",,,,,,Yes,Yes,,,,,
Literacy,Writing,Creating texts,Level 7,,Crafting ideas,LP9-W-CT-Level7-02,2,includes learnt ideas on a range of topics from learning areas,includes learnt ideas on a range of topics from learning areas,,,,,,Yes,Yes,,,,,
Literacy,Writing,Creating texts,Level 7,,Crafting ideas,LP9-W-CT-Level7-03,3,stages text using typical or familiar features such as an introduction and body paragraphs,stages text using typical or familiar features such as an introduction and body paragraphs,,,,,,Yes,Yes,,,,,
Literacy,Writing,Creating texts,Level 7,,Crafting ideas,LP9-W-CT-Level7-04,4,supports ideas with some detail and elaboration (e.g. expands on a topic sentence by adding more details in following sentences),supports ideas with some detail and elaboration,e.g. expands on a topic sentence by adding more details in following sentences,,,,,Yes,Yes,,,,,
Literacy,Writing,Creating texts,Level 7,,Crafting ideas,LP9-W-CT-Level7-05,5,uses sources to support ideas (e.g. introduces ideas from a shared text to add detail and engage the reader),uses sources to support ideas,e.g. introduces ideas from a shared text to add detail and engage the reader,,,,,Yes,Yes,,,,,
Literacy,Writing,Creating texts,Level 7,,Text forms and features,LP9-W-CT-Level7-06,6,writes a range of compound and complex sentences (see Grammar),writes a range of compound and complex sentences (see Grammar),,,,,,Yes,Yes,,,,,
Literacy,Writing,Creating texts,Level 7,,Text forms and features,LP9-W-CT-Level7-07,7,uses pronouns correctly to link to an object or person across the text (see Grammar),uses pronouns correctly to link to an object or person across the text (see Grammar),,,,,,Yes,Yes,,,,,
Literacy,Writing,Creating texts,Level 7,,Text forms and features,LP9-W-CT-Level7-08,8,uses images to reinforce ideas in written text,uses images to reinforce ideas in written text,,,,,,Yes,Yes,,,,,
Literacy,Writing,Creating texts,Level 7,,Text forms and features,LP9-W-CT-Level7-09,9,maintains consistent tense within and between sentences (see Grammar),maintains consistent tense within and between sentences (see Grammar),,,,,,Yes,Yes,,,,,
Literacy,Writing,Creating texts,Level 7,,Text forms and features,LP9-W-CT-Level7-10,10,groups sentences on related ideas into simple paragraphs,groups sentences on related ideas into simple paragraphs,,,,,,Yes,Yes,,,,,
Literacy,Writing,Creating texts,Level 7,,Text forms and features,LP9-W-CT-Level7-11,11,"uses cohesive vocabulary to indicate order, cause and effect (e.g. uses text connectives such as ""next"", ""since"")","uses cohesive vocabulary to indicate order, cause and effect","e.g. uses text connectives such as ""next"", ""since""",,,,,Yes,Yes,,,,,
Literacy,Writing,Creating texts,Level 7,,Text forms and features,LP9-W-CT-Level7-12,12,"correctly spells some words with irregular spelling patterns (e.g. ""cough"") (see Spelling)","correctly spells some words with irregular spelling patterns (e.g. ""cough"") (see Spelling)",,,,,,Yes,Yes,,,,,
Literacy,Writing,Creating texts,Level 7,,Text forms and features,LP9-W-CT-Level7-13,13,applies learnt spelling generalisations,applies learnt spelling generalisations,,,,,,Yes,Yes,,,,,
Literacy,Writing,Creating texts,Level 7,,Text forms and features,LP9-W-CT-Level7-14,14,accurately spells high-frequency words (see Spelling),accurately spells high-frequency words (see Spelling),,,,,,Yes,Yes,,,,,
Literacy,Writing,Creating texts,Level 7,,Text forms and features,LP9-W-CT-Level7-15,15,consistently uses correct simple punctuation (e.g. uses commas in a list) (see Punctuation),consistently uses correct simple punctuation (e.g. uses commas in a list) (see Punctuation),,,,,,Yes,Yes,,,,,
Literacy,Writing,Creating texts,Level 7,,Vocabulary,LP9-W-CT-Level7-16,16,"uses expressive words to describe action and affect the reader (e.g. ""tiptoed"" instead of ""walked"")",uses expressive words to describe action and affect the reader,"e.g. ""tiptoed"" instead of ""walked""",,,,,Yes,Yes,,,,,
Literacy,Writing,Creating texts,Level 7,,Vocabulary,LP9-W-CT-Level7-17,17,"uses vocabulary creatively to affect the reader (e.g. repetition, alliteration)",uses vocabulary creatively to affect the reader,"e.g. repetition, alliteration",,,,,Yes,Yes,,,,,
Literacy,Writing,Creating texts,Level 7,,Vocabulary,LP9-W-CT-Level7-18,18,"uses synonyms to replace common and generic words and avoid repetition across a text (e.g. ""thrilled"" for ""excited"")",uses synonyms to replace common and generic words and avoid repetition across a text,"e.g. ""thrilled"" for ""excited""",,,,,Yes,Yes,,,,,
Literacy,Writing,Creating texts,Level 7,,Vocabulary,LP9-W-CT-Level7-19,19,"uses a range of learning area topic words (e.g. ""environment"", ""equipment"")",uses a range of learning area topic words,"e.g. ""environment"", ""equipment""",,,,,Yes,Yes,,,,,
Literacy,Writing,Creating texts,Level 8,,Crafting ideas,LP9-W-CT-Level8-01,1,"creates informative texts for a broader range of learning area purposes (e.g. explains a life cycle of a butterfly, recounts a process, describes an artwork)",creates informative texts for a broader range of learning area purposes,"e.g. explains a life cycle of a butterfly, recounts a process, describes an artwork",,,,,,,Yes,,,,
Literacy,Writing,Creating texts,Level 8,,Crafting ideas,LP9-W-CT-Level8-02,2,includes structural features appropriate to the type of text and task such as opening statements to define the topic and at least 2 body paragraphs,includes structural features appropriate to the type of text and task such as opening statements to define the topic and at least 2 body paragraphs,,,,,,,,Yes,,,,
Literacy,Writing,Creating texts,Level 8,,Crafting ideas,LP9-W-CT-Level8-03,3,includes ideas which are relevant to the topic and purpose of the text,includes ideas which are relevant to the topic and purpose of the text,,,,,,,,Yes,,,,
Literacy,Writing,Creating texts,Level 8,,Crafting ideas,LP9-W-CT-Level8-04,4,organises information into paragraphs to support the reader,organises information into paragraphs to support the reader,,,,,,,,Yes,,,,
Literacy,Writing,Creating texts,Level 8,,Crafting ideas,LP9-W-CT-Level8-05,5,includes a relevant graphic to support the reader (e.g. diagram or photo),includes a relevant graphic to support the reader,e.g. diagram or photo,,,,,,,Yes,,,,
Literacy,Writing,Creating texts,Level 8,,Text forms and features,LP9-W-CT-Level8-06,6,"uses cohesive devices to signpost sections of text (e.g. uses text connectives such as ""finally"", ""as a result"", ""in addition"")",uses cohesive devices to signpost sections of text,"e.g. uses text connectives such as ""finally"", ""as a result"", ""in addition""",,,,,,,Yes,,,,
Literacy,Writing,Creating texts,Level 8,,Text forms and features,LP9-W-CT-Level8-07,7,"uses present or timeless present tense consistently throughout text (e.g. ""bears hibernate in winter"") (see Grammar)","uses present or timeless present tense consistently throughout text (e.g. ""bears hibernate in winter"") (see Grammar)",,,,,,,,Yes,,,,
Literacy,Writing,Creating texts,Level 8,,Text forms and features,LP9-W-CT-Level8-08,8,"selects visual and audio features to expand ideas in written texts (e.g. diagrams, tables, images)",selects visual and audio features to expand ideas in written texts,"e.g. diagrams, tables, images",,,,,,,Yes,,,,
Literacy,Writing,Creating texts,Level 8,,Text forms and features,LP9-W-CT-Level8-09,9,"uses adjectives to create more accurate description (e.g. ""the warm-blooded mammal"") (see Grammar)","uses adjectives to create more accurate description (e.g. ""the warm-blooded mammal"") (see Grammar)",,,,,,,,Yes,,,,
Literacy,Writing,Creating texts,Level 8,,Vocabulary,LP9-W-CT-Level8-10,10,"uses a range of technical and subject specific words to add detail and authority to information (e.g. ""hibernate"" instead of ""sleep"")",uses a range of technical and subject specific words to add detail and authority to information,"e.g. ""hibernate"" instead of ""sleep""",,,,,,,Yes,,,,
Literacy,Writing,Creating texts,Level 8,,Crafting ideas,LP9-W-CT-Level8-11,11,creates persuasive texts for a broader range of learning area purposes (e.g. designs a healthy food campaign),creates persuasive texts for a broader range of learning area purposes,e.g. designs a healthy food campaign,,,,,,,Yes,,,,
Literacy,Writing,Creating texts,Level 8,,Crafting ideas,LP9-W-CT-Level8-12,12,"includes structural features appropriate to the type of text and task such as an introduction with a statement of position, body paragraphs and simple conclusion","includes structural features appropriate to the type of text and task such as an introduction with a statement of position, body paragraphs and simple conclusion",,,,,,,,Yes,,,,
Literacy,Writing,Creating texts,Level 8,,Crafting ideas,LP9-W-CT-Level8-13,13,presents a position and supports it with one or a few simply stated arguments,presents a position and supports it with one or a few simply stated arguments,,,,,,,,Yes,,,,
Literacy,Writing,Creating texts,Level 8,,Crafting ideas,LP9-W-CT-Level8-14,14,includes arguments and ideas which are relevant to the purpose of the text,includes arguments and ideas which are relevant to the purpose of the text,,,,,,,,Yes,,,,
Literacy,Writing,Creating texts,Level 8,,Crafting ideas,LP9-W-CT-Level8-15,15,organises arguments into paragraphs to support the reader,organises arguments into paragraphs to support the reader,,,,,,,,Yes,,,,
Literacy,Writing,Creating texts,Level 8,,Crafting ideas,LP9-W-CT-Level8-16,16,concludes by restating,concludes by restating,,,,,,,,Yes,,,,
Literacy,Writing,Creating texts,Level 8,,Text forms and features,LP9-W-CT-Level8-17,17,"uses cohesive devices to link points in an argument (e.g. uses text connectives such as ""however"", ""on the other hand"")",uses cohesive devices to link points in an argument,"e.g. uses text connectives such as ""however"", ""on the other hand""",,,,,,,Yes,,,,
Literacy,Writing,Creating texts,Level 8,,Text forms and features,LP9-W-CT-Level8-18,18,uses some rhetorical devices such as repetition,uses some rhetorical devices such as repetition,,,,,,,,Yes,,,,
Literacy,Writing,Creating texts,Level 8,,Text forms and features,LP9-W-CT-Level8-19,19,"uses adjectives to persuade (e.g. ""dangerous behaviour"")",uses adjectives to persuade,"e.g. ""dangerous behaviour""",,,,,,,Yes,,,,
Literacy,Writing,Creating texts,Level 8,,Text forms and features,LP9-W-CT-Level8-20,20,"uses simple modal verbs and adverbs (e.g. ""should"", ""will"", ""quickly"")",uses simple modal verbs and adverbs,"e.g. ""should"", ""will"", ""quickly""",,,,,,,Yes,,,,
